"IncomeGroup","ChildrenInHH","Homeownership","PrizmCode","MonthlyMinutes","MonthlyRevenue","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","DroppedCalls","UnansweredCalls","CustomerCareCalls","MonthsInService","UniqueSubs","ActiveSubs","CurrentEquipmentDays","AgeHH1","AgeHH2","Churn"
6,"No","Known","Suburban",594,60.98,70,0.99,0,0,4.3,32.7,0.3,9,1,1,281,70,62,0
5,"No","Known","Town",95,45.24,55,0.74,0,4.2,1,14,0.3,7,1,1,219,26,52,1
6,"Yes","Known","Suburban",337,32.06,40,0.5,4,0,17.3,53.3,0.3,9,1,1,281,54,48,0
4,"No","Unknown","Other",999,151.25,56,0,179,0,7.7,16.7,2.3,9,1,1,281,36,44,0
4,"No","Known","Suburban",164,10.09,10,0,0,0,0.3,1.7,0,7,2,2,219,50,22,0
8,"Yes","Known","Town",143,13.56,10,0.5,12,0,1.7,17.3,0,9,3,3,281,52,52,0
7,"Yes","Known","Suburban",74,30.34,40,0.25,0,0,0.3,3,0.7,9,1,1,281,48,52,0
7,"No","Known","Rural",676,71.77,80,0.74,0,1,0,0,0,11,2,2,316,42,44,1
9,"No","Known","Town",260,34.99,45,0,0,0,2.7,48.3,0,11,1,1,327,28,44,0
8,"No","Known","Other",84,35.48,45,0.5,0,0,2,6.7,1.3,13,1,1,388,80,44,0
6,"No","Known","Suburban",2237,74.99,85,0,0,0,10,134.7,2.7,11,4,3,327,26,44,1
0,"No","Unknown","Rural",2,35.24,45,0.25,0,0,0,0,0,9,1,1,281,42,44,0
9,"No","Known","Other",236,36.54,42,0,0,0,11.3,21,0,9,1,1,281,48,44,1
4,"Yes","Known","Town",1169,105.78,74,2.48,78,0.3,1,153.3,41.7,13,1,1,8,48,18,1
5,"No","Unknown","Other",392,33.78,20,0,50,1.4,19,73.3,14.3,9,1,1,281,50,44,0
9,"No","Known","Suburban",1146,63.7,65,0.25,14,0,6.7,49.7,4.3,11,2,2,8,52,44,0
0,"No","Unknown","Other",407,35.44,40,0.99,13,0,9,83.3,4.7,11,1,1,327,42,44,1
7,"No","Known","Other",681,78.37,55,2.23,89,0,8.3,55.7,0,11,1,1,327,54,52,1
0,"No","Unknown","Suburban",1601,124.88,60,3.71,208,0.3,14.3,77,0.3,7,1,1,219,42,44,0
9,"Yes","Known","Suburban",360,40.12,45,0.5,13,0,0,8.7,0,13,2,2,388,34,44,0
2,"No","Known","Other",2286,138.09,60,0.25,292,0.1,18.3,163.7,4,11,1,1,327,26,26,0
6,"Yes","Known","Suburban",2271,91.58,89,0.74,30,0.4,29,84.3,2.7,7,1,1,79,20,20,1
1,"No","Unknown","Other",494,63.7,45,0,82,0,0.7,15.7,2.3,9,1,1,281,34,44,0
6,"Yes","Known","Suburban",44,37.8,52,0,0,0,2.3,5.3,0,7,1,1,219,38,36,1
6,"Yes","Known","Town",771,70.93,70,0,3,6,7.3,59.3,0,13,1,1,388,44,44,1
4,"No","Known","Suburban",1077,117.9,109,3.22,11,2,31,47,0.3,7,2,2,125,40,44,0
7,"No","Known","Suburban",1097,45.48,45,0.25,29,0,8.7,13.7,0,13,1,1,388,42,44,0
0,"No","Unknown","Suburban",596,42.09,45,0.74,7,0,3.3,25,0,9,2,2,281,42,44,0
9,"Yes","Known","Town",712,64.64,70,0,16,0,8.7,51,1.3,9,2,2,281,50,48,0
6,"Yes","Known","Other",252,10,10,0,0,0,2.3,10,0,9,2,2,281,56,50,0
0,"No","Unknown","Other",486,40.11,45,0.25,2,0,8,42.7,14,11,1,1,327,42,44,0
6,"No","Known","Other",2151,156.08,95,0.25,178,5.9,25.7,31,13.7,9,1,1,281,34,44,0
0,"No","Unknown","Town",7,18.99,30,0,0,0,0,0.7,0,13,1,1,388,42,44,0
0,"No","Unknown","Other",568,38.01,23,9.24,166,0,4.3,35,3.3,7,2,2,217,42,44,1
5,"No","Known","Other",205,34.99,45,0,0,0,1.3,12.3,1,11,2,2,327,50,44,1
5,"No","Known","Other",51,30.71,40,0.5,0,0,1,4.3,0,7,1,1,219,26,44,0
8,"No","Known","Suburban",91,44.99,55,0,0,0,1,2.3,0,11,2,2,327,58,58,0
9,"Yes","Known","Suburban",397,13.71,10,3.71,0,0,3,39.7,0,9,2,2,281,38,38,0
1,"Yes","Known","Other",450,53.28,60,0,0,3.3,13,65.7,0.3,11,6,5,327,40,42,0
6,"No","Known","Other",1087,36.31,45,0,4,0,5.3,82,7.7,11,1,1,327,26,44,1
6,"Yes","Known","Suburban",45,34.94,40,0,0,0.7,0.3,2,0,7,2,2,219,42,40,0
3,"No","Known","Suburban",549,56.98,19,0.25,94,0,47,126,0.7,13,1,1,388,40,34,0
3,"No","Known","Town",644,42.46,45,0.5,8,0,3.3,18,3,9,1,1,281,34,44,1
8,"No","Known","Town",244,96.91,80,3.22,66,4.1,5,17.3,0,11,2,2,327,34,28,0
7,"No","Known","Suburban",59,28.51,20,0,22,0,1.3,7.7,0,11,2,2,327,40,38,0
9,"No","Known","Town",203,83.33,70,3.46,0,22.4,4.7,4,0,9,1,1,281,40,44,1
6,"No","Known","Suburban",434,50.16,60,0,0,0.2,5,12.3,0,11,1,1,327,56,28,1
3,"No","Known","Town",408,24.57,10,0,50,0,0.3,18.3,0.3,9,4,4,281,52,52,1
5,"Yes","Known","Town",331,50.27,54,0.99,0,0,2,55.7,2,11,1,1,327,38,44,0
3,"No","Known","Suburban",112,34.44,40,0.5,0,4,1.3,11.7,0,9,2,2,281,38,44,0
3,"No","Known","Town",746,29.31,10,0.99,68,8.1,13.3,49.3,0,13,4,3,388,42,44,0
3,"Yes","Known","Rural",721,66.69,70,0.5,0,0,4,124,5.3,13,1,1,90,40,40,1
9,"Yes","Known","Suburban",221,16.71,10,0.25,21,0,0,0,0,7,4,4,204,48,46,0
0,"No","Unknown","Suburban",329,40.58,44,0,16,0,6.3,5.7,0,13,1,1,388,42,44,0
7,"No","Known","Suburban",225,44.99,55,0,0,0,2.3,6,0,9,1,1,217,54,24,0
6,"No","Unknown","Other",1195,78.33,55,0,108,0,7.7,88,0.7,11,1,1,327,32,44,1
0,"No","Unknown","Other",853,63.54,70,0,0,0.1,3.7,73,1,7,1,1,10,42,44,1
0,"No","Unknown","Suburban",850,53.01,55,0.25,34,0.4,2.3,10,0,7,1,1,219,42,44,0
6,"Yes","Known","Rural",7,17.88,21,0,0,0.2,0.3,0.3,0.3,9,1,1,281,64,58,0
3,"No","Known","Suburban",338,39.37,45,0,12,0,7.3,17,5.3,11,1,1,327,36,34,1
6,"No","Unknown","Other",277,22.27,27,0,7,0,5,22.7,0,13,1,1,166,26,24,0
0,"No","Unknown","Other",400,44.99,55,0,0,0,8.7,16.3,0.3,11,1,1,327,42,44,1
3,"No","Known","Town",687,82.62,70,0,59,0.2,9.3,26,0,7,1,1,219,22,44,0
4,"Yes","Known","Other",236,29.99,40,0,0,0,3,11.7,1,11,1,1,327,46,38,1
2,"No","Known","Other",291,37.78,47,2.48,0,0,9.7,13,3.3,7,1,1,219,60,52,0
6,"No","Known","Rural",612,70.14,70,0,5,4.6,7.7,46,2,9,2,2,281,36,36,0
0,"No","Unknown","Other",26,24.6,32,0,0,0,0.3,0.3,0,11,1,1,327,42,44,1
6,"No","Known","Other",573,85.33,95,0.25,0,0,11.7,33,0,11,2,2,327,34,30,1
1,"Yes","Known","Other",16,35.3,45,0,0,0,1,2,0,7,1,1,26,52,30,0
5,"No","Unknown","Suburban",172,30.24,30,0,0,0,0.3,13,0,13,2,2,388,36,44,0
6,"No","Known","Town",1176,41.6,40,0.25,0,0.2,12.7,31,3,13,1,1,387,40,38,0
5,"Yes","Known","Suburban",802,40.73,39,0.25,20,1,16.3,105,0,7,1,1,218,46,48,0
3,"Yes","Known","Town",759,120.62,70,0.25,16,59.1,9.7,34.7,0,7,1,1,218,30,28,0
5,"No","Unknown","Suburban",766,65.67,55,0,31,9.7,8.7,88.7,0,11,3,1,326,50,44,1
7,"Yes","Known","Suburban",202,11.28,10,0.25,2,0.4,2.7,9.7,0.3,11,5,5,326,52,52,0
6,"No","Known","Other",150,35.34,45,0.25,0,0,2.3,28,0,13,1,1,387,54,44,0
0,"No","Unknown","Other",195,36.37,30,5.2,0,1.2,3.3,5.7,0,11,2,2,326,42,44,0
8,"Yes","Known","Suburban",317,47.93,52,0,13,1,2.7,17,0,11,1,1,326,38,30,1
6,"No","Known","Rural",152,45.28,55,0,0,0.3,5,16.3,0,13,1,1,387,26,44,0
0,"No","Unknown","Town",542,49.16,55,0,0,0.2,0.3,20.3,0,11,3,3,326,42,44,0
1,"No","Known","Suburban",300,10.25,10,0.25,0,0,0,16.7,0,13,2,2,387,82,80,1
0,"No","Unknown","Other",640,55.88,45,0,60,0,4,24.3,0,9,1,1,280,42,44,0
1,"No","Unknown","Town",300,50.76,60,0.5,0,0.3,5,13.7,0,13,1,1,387,42,44,1
9,"Yes","Known","Town",254,34.99,45,0,0,0,0.3,10.3,0,13,2,1,387,44,42,0
9,"Yes","Known","Town",278,36.32,45,0.74,0,0.6,6.7,27.3,0,11,1,1,308,44,46,1
7,"Yes","Known","Suburban",49,22.79,36,0,1,0,1,5.7,0,11,2,2,326,52,52,1
1,"No","Known","Other",525,41.3,45,0.25,16,0,3.3,7.3,4,7,1,1,218,32,36,0
9,"No","Known","Suburban",170,35.56,45,0.25,0,0.3,0.3,4.7,0,11,1,1,326,40,32,0
9,"Yes","Known","Suburban",942,57.67,54,0,61,0.2,3,128,8,7,1,1,218,52,50,0
9,"Yes","Known","Other",464,57.41,70,0,3,0.1,1.3,17.7,0.7,13,2,2,377,56,64,0
5,"No","Known","Suburban",641,66.71,45,1.98,78,2.4,20.7,33.3,0.3,11,1,1,326,26,44,0
0,"No","Unknown","Other",416,89.73,95,0.74,0,0,10,39.3,0,11,2,2,326,42,44,1
0,"No","Unknown","Suburban",162,31.24,45,0,0,0,1.3,3.3,0,9,2,1,280,42,44,0
6,"No","Known","Town",645,33.73,40,0.5,9,0.1,6.7,60,0,9,1,1,280,56,52,0
3,"No","Known","Town",68,35.3,45,0,0,0,0.3,2.7,0,7,1,1,218,44,28,0
6,"Yes","Known","Other",285,47.14,45,0.25,30,0,3,4.3,14.7,13,1,1,387,36,44,0
0,"No","Unknown","Suburban",443,87.08,45,0,26,42.8,4.7,25.7,4.3,11,1,1,9,42,44,1
0,"No","Unknown","Suburban",230,39.27,45,3.96,0,0,3.7,12.3,0.3,7,1,1,218,42,44,1
2,"No","Unknown","Other",292,53.17,70,0,0,0,2.7,2.7,0,7,1,1,218,42,44,0
0,"No","Unknown","Other",182,23.65,34,0,0,0,2,9.3,0,9,2,2,280,42,44,0
0,"No","Unknown","Town",302,63.7,70,3.71,0,0,6,31.3,0,13,2,2,387,42,44,1
6,"No","Known","Other",218,35.09,45,0,0,0,1.3,1.7,0,13,1,1,387,60,44,0
5,"No","Known","Suburban",490,40.28,50,0,0,0.3,1.7,11,0,9,1,1,280,28,44,0
0,"No","Unknown","Other",1267,94.31,48,0.99,129,1.3,16.7,90,0,13,2,2,387,42,44,0
6,"No","Known","Town",187,49.01,60,0,0,0,1,11,0,7,1,1,218,42,54,0
6,"No","Known","Other",1328,50.69,60,0.25,0,0,6.7,35,0,7,1,1,218,50,44,0
0,"No","Unknown","Suburban",342,46.21,45,0,27,0,12,16,0.3,13,1,1,387,42,44,1
7,"No","Known","Suburban",363,45.47,55,0,0,0.5,3.3,19.3,0,9,1,1,280,46,24,0
4,"No","Unknown","Other",898,111.49,55,3.46,176,0,4.7,95.3,3.7,7,1,1,213,20,44,0
7,"No","Known","Suburban",127,60.24,70,0.25,0,0,2.7,7,0,11,2,2,326,54,52,1
9,"No","Known","Other",184,53.63,45,4.7,0,13.9,4.3,6.7,0,9,2,2,280,38,44,0
9,"Yes","Known","Suburban",241,36.37,45,0.74,0,0.3,3,11,1.3,7,1,1,218,56,54,0
6,"No","Known","Rural",324,29.99,40,0,0,0,1.3,22.3,6.3,11,1,1,326,42,44,1
0,"No","Unknown","Other",171,34.99,45,0,0,0,2.7,11.3,0,13,1,1,387,42,44,1
0,"No","Unknown","Town",684,70.75,34,2.48,112,0,2.3,16.7,3.3,9,1,1,280,42,44,1
6,"No","Known","Town",226,10.09,10,0,0,0,0.3,6.3,0.3,7,2,2,218,54,44,0
0,"No","Unknown","Other",374,40.42,45,1.24,0,0.1,6.7,4.7,0,11,2,2,326,42,44,0
4,"No","Known","Other",528,34.49,44,0.25,0,0,9,106.3,4,9,1,1,156,18,44,0
7,"No","Known","Rural",68,39.94,45,0.25,0,0.7,2,9.7,0,11,1,1,326,50,44,1
0,"No","Unknown","Other",398,74.95,33,0,135,0,14,0.3,1.3,9,1,1,207,42,44,0
0,"No","Unknown","Other",1047,54.82,58,0,10,0,2.3,51.7,0,9,1,1,280,42,44,0
9,"No","Known","Town",342,35.73,45,0.74,0,0,24.3,43,0,11,3,2,68,52,40,1
6,"Yes","Known","Other",1101,60.83,47,0.99,74,0,5.3,101.3,9,7,1,1,146,56,52,0
4,"No","Unknown","Other",277,35.54,40,0.99,0,0,3.7,1.7,0.3,7,1,1,218,60,48,0
9,"No","Known","Suburban",456,45.05,45,0,29,0,0.7,12.3,1,11,1,1,316,52,34,0
9,"No","Known","Suburban",506,46.91,45,1.24,29,0,4.3,15.3,0,7,1,1,218,50,54,1
3,"Yes","Known","Other",843,89.04,40,0,164,0,27.7,76,14,11,2,2,167,44,40,1
4,"Yes","Known","Other",429,35.55,45,0.25,0,0,5.7,25.7,0.3,7,1,1,218,42,44,0
7,"Yes","Known","Town",618,63.15,52,0.25,58,0,1,42.7,3.7,13,3,3,387,42,40,0
5,"No","Known","Suburban",114,30.26,40,0,0,0,1.7,5.3,0,7,2,2,28,30,44,0
7,"No","Known","Town",339,38.81,45,0.25,0,0,2.7,16.7,0,11,1,1,326,48,50,0
6,"Yes","Known","Town",134,91.93,95,1.98,12,0.2,2,30.3,0,13,2,2,387,32,44,1
6,"No","Known","Suburban",99,41.91,50,0,0,0.6,2,2.3,0,11,1,1,326,30,44,1
3,"Yes","Known","Other",536,38.04,32,0,68,0,1.3,21.7,0.3,7,1,1,218,54,54,0
0,"No","Unknown","Other",1613,73.64,65,0,40,0,28,69.3,16,11,1,1,254,42,44,0
7,"No","Known","Other",352,34.99,45,0,0,0,3,10.7,0,9,2,2,280,44,44,0
9,"Yes","Known","Town",806,44.86,45,0.25,28,0,6.3,53.7,0,11,4,4,326,42,42,0
7,"Yes","Known","Town",211,35.3,45,0,0,0,1,10.3,0,7,1,1,218,50,50,0
0,"No","Unknown","Other",998,73.27,51,0,87,0,13,24,6.7,11,1,1,202,42,44,0
6,"Yes","Known","Other",12,20.09,30,0,0,0,0,1.3,0,9,1,1,280,34,44,0
0,"No","Unknown","Other",748,51.48,60,1.49,0,0,13.3,71.7,0.3,13,1,1,74,42,44,0
0,"No","Unknown","Other",1087,45.79,36,0.25,3,6,3.3,120.7,0.3,9,1,1,280,42,44,0
3,"Yes","Known","Town",190,29.99,40,0,0,0,0.7,5.7,0,11,1,1,326,52,26,0
7,"No","Known","Other",642,50.29,60,0,1,0,1.7,8.3,0.3,11,1,1,326,52,50,1
8,"No","Known","Suburban",651,80.03,45,1.98,123,0.1,13.7,40,0.7,13,1,1,387,42,44,0
1,"No","Known","Other",809,37.49,55,0,0,0,3.3,20.7,0.3,9,1,1,280,20,44,0
7,"Yes","Known","Other",1074,58.18,60,0.99,18,0,8.3,257.7,0,9,3,3,280,46,20,0
8,"No","Known","Other",641,35.09,45,0,0,0.1,3,14,0,13,1,1,387,60,58,0
0,"No","Unknown","Town",524,38.27,45,2.97,0,0,5,34.7,1.3,7,1,1,218,42,44,0
7,"No","Unknown","Other",341,120.74,19,0,0,105.1,0,0,1,11,1,1,326,34,44,1
9,"No","Known","Suburban",381,34.99,45,0,0,0,1.3,32,0,13,1,1,387,58,44,0
6,"No","Known","Other",30,30.7,40,0,0,0.6,0.3,1.7,0,11,1,1,326,36,44,1
6,"No","Known","Other",1192,42.31,45,0.25,19,0,7.7,29.3,7.3,7,1,1,218,28,44,0
6,"No","Known","Other",291,41.62,50,0.25,6,0.1,3.7,20.7,0,7,1,1,218,32,44,0
5,"No","Known","Rural",98,14.23,10,0,0,0.2,10.7,10,0,9,2,2,280,44,40,0
9,"No","Known","Suburban",927,35.09,45,0,0,0.1,5,11.3,3,9,1,1,280,54,48,0
3,"No","Unknown","Other",1959,77.77,60,1.73,64,0,31,6,22,7,1,1,218,42,44,0
6,"No","Known","Town",256,30.79,40,0,2,0.1,0.7,9.7,0,13,2,2,386,68,66,0
5,"No","Known","Town",161,34.99,45,0,0,0,1.7,26.3,0,11,1,1,325,72,74,1
9,"No","Known","Town",291,45.53,40,0.5,43,0,2,11.7,0,9,2,2,280,42,44,0
9,"Yes","Known","Town",22,10.36,10,0,0,0.4,0.3,2,0,11,4,4,326,44,42,0
0,"No","Unknown","Other",604,49.44,57,0.5,6,0,14,3.3,1,11,1,1,94,42,44,0
0,"No","Unknown","Other",322,44.43,57,0,0,0,3,13.7,2,7,2,1,218,46,22,1
0,"No","Unknown","Other",36,29.99,30,0,0,0,0.7,1,0,11,1,1,326,42,44,0
0,"No","Unknown","Other",296,15.19,10,0,21,0,6.3,13.7,0,13,2,2,387,42,44,0
6,"No","Known","Suburban",354,45.65,45,0.5,14,5.1,4.3,19.7,0,9,1,1,22,48,20,0
7,"No","Known","Town",382,52.44,55,1.98,29,0,7.7,13,0.7,7,1,1,218,40,40,0
8,"No","Known","Other",2798,471.04,45,0.25,1219,0,54,337,0.3,7,1,1,36,42,44,0
3,"Yes","Known","Town",1309,93.78,70,0.25,52,0,3.3,96.7,8.7,9,1,1,81,40,44,1
8,"No","Known","Suburban",824,64.96,70,0.25,16,0,3,38,1,11,2,1,326,26,44,0
0,"No","Unknown","Other",1747,80.39,53,0.25,103,0,11.3,45.3,6,7,1,1,218,42,44,0
8,"No","Known","Town",505,54.74,67,1.49,0,0.3,6.3,40,2,7,1,1,218,46,44,0
0,"No","Unknown","Other",258,35.47,45,0,0,0.2,3.3,42,0.3,7,1,1,218,42,44,0
6,"No","Unknown","Suburban",23,37.5,45,0,0,2.5,0,0,0,9,1,1,280,24,44,1
0,"No","Unknown","Suburban",179,41.39,45,1.73,0,4.7,3.3,13.7,0.3,11,1,1,326,42,44,1
0,"No","Unknown","Town",847,60.2,70,0.25,0,0.5,11,37,0,7,1,1,218,42,44,1
7,"Yes","Known","Other",1498,126.73,78,0,173,0,11.7,19,4.3,7,1,1,218,46,48,0
6,"No","Unknown","Other",95,29.99,40,0,0,0,1.3,19,0,11,1,1,326,34,44,0
1,"No","Known","Rural",330,45.95,45,0,12,6.8,8.7,10.3,0,9,1,1,280,28,44,0
0,"No","Unknown","Rural",1247,60.93,45,0.74,74,0,24.7,150,17.7,9,1,1,149,42,44,1
5,"Yes","Known","Town",73,34.99,45,0,0,0,0.3,7,0,11,1,1,326,42,40,0
5,"No","Known","Suburban",344,77.06,80,0,19,1.4,4,3,0,9,2,2,280,40,44,0
6,"Yes","Unknown","Other",289,72.68,80,0,0,2.7,4,43.3,1,11,2,2,326,64,64,1
0,"No","Unknown","Suburban",1702,105.03,85,3.22,80,2.5,11.7,295,4,9,1,1,280,42,44,0
7,"Yes","Known","Other",130,38.68,47,0,0,1.1,3.7,4.3,0.3,9,1,1,280,40,40,0
6,"No","Unknown","Other",989,61.66,60,1.73,27,1.1,17.7,188.3,0.3,9,1,1,280,24,44,0
0,"No","Unknown","Other",158,31.48,40,1.49,0,0,1.7,12.3,0.3,11,1,1,325,42,44,0
5,"No","Known","Suburban",3331,322.41,68,11.63,979,0.1,11.7,174,2,11,1,1,170,48,44,0
3,"No","Unknown","Other",2386,159.14,110,1.73,138,2.4,56.3,67,6.7,11,1,1,66,50,44,1
5,"No","Known","Other",238,31.65,45,0,0,1.4,2.7,9.7,0,7,1,1,217,24,44,0
9,"No","Known","Town",514,70.77,55,0,25,9.1,6.3,40.7,0,9,1,1,279,34,44,1
0,"No","Unknown","Other",572,87.47,40,7.18,140,1.2,5,37.3,0,11,1,1,148,42,44,0
4,"Yes","Known","Other",319,54.44,60,0,0,0,9.3,13.3,0.7,7,1,1,217,52,52,0
6,"No","Known","Other",410,34.99,45,0,0,0,1.7,22.7,0,13,1,1,386,36,34,0
9,"No","Known","Town",88,30.73,40,0.74,0,0,2,12.3,0,11,1,1,325,90,74,1
0,"No","Unknown","Town",71,50.73,60,0.74,0,0,1,4,0,9,1,1,279,42,44,0
0,"No","Unknown","Other",702,37.49,47,0,0,0,7.7,21.7,0.3,9,1,1,279,42,44,0
6,"No","Known","Town",360,26.2,10,0.25,18,0,3.3,8,2,13,3,3,123,38,34,0
4,"No","Known","Suburban",668,59.94,70,0.5,0,0,5.3,13.7,0.3,7,1,1,217,36,26,1
7,"Yes","Known","Suburban",315,39.99,55,0,0,0,14.3,15,0,11,1,1,325,70,64,0
4,"No","Known","Suburban",1978,80.44,45,0.25,10,0.2,53.3,84.3,8.3,11,1,1,325,26,44,1
5,"No","Known","Town",804,26.28,45,0,1,0,4.3,17,0,13,2,2,386,24,24,1
2,"No","Unknown","Town",474,42.3,24,0,34,11.6,3,57.7,1.3,7,1,1,217,28,44,0
4,"Yes","Known","Other",1854,132.21,60,8.66,183,0,24,100.7,1.3,7,1,1,104,28,32,0
7,"No","Known","Suburban",70,30.18,40,0,0,0,1,17,0.3,11,1,1,325,34,36,0
0,"No","Unknown","Other",1491,124.36,50,3.71,209,1.2,39.7,102,19.3,11,1,1,55,30,44,0
0,"No","Unknown","Town",381,17.69,10,1.49,2,3.1,4,51.3,0,7,2,2,217,42,44,0
0,"No","Unknown","Other",114,28.26,38,0,0,0,1,6,0,7,1,1,217,42,44,0
0,"No","Unknown","Town",7,29,40,0,0,0.5,0,1.3,0,13,1,1,386,42,44,0
7,"Yes","Known","Town",1147,86.58,70,3.22,76,5,8.7,57,0.7,7,1,1,217,46,42,0
2,"No","Known","Town",364,88.99,95,0,0,0,15.7,53,0,13,5,5,129,72,44,0
0,"No","Unknown","Other",615,38.86,45,0,10,0,2,18,5,7,2,2,217,42,44,1
7,"No","Known","Suburban",111,31.77,40,0,0,0,0.3,2,0,11,1,1,325,58,72,0
6,"Yes","Known","Suburban",278,30.26,40,0,0,0,0.3,5.7,2.3,7,2,2,217,38,34,0
9,"Yes","Known","Other",889,76.69,52,0,95,0.6,12,71.3,21,11,1,1,325,58,52,0
0,"No","Unknown","Town",9,39.79,45,0,0,0.8,0,2,0,13,2,1,386,42,44,1
0,"No","Unknown","Other",143,60.07,71,0,0,0,0.3,6,6,9,1,1,279,42,44,0
9,"Yes","Known","Other",572,64.78,70,0.5,0,0.3,6.3,5,0,13,1,1,386,48,46,1
9,"No","Known","Town",429,51.27,50,0,46,0,0.7,30,0,7,1,1,217,48,44,0
5,"No","Known","Rural",294,53.44,60,2.48,2,0,0.7,18.7,0,7,2,2,217,52,44,0
8,"No","Unknown","Other",636,107.52,40,7.18,178,3.6,2.7,24,2.7,7,1,1,217,28,44,1
6,"No","Unknown","Other",218,56.28,55,0,44,0,1,8,0,11,1,1,325,90,44,1
0,"No","Unknown","Other",276,39.59,45,0,2,0,8,53,2,11,1,1,325,42,44,0
6,"No","Known","Rural",126,31.12,40,0,0,1.1,4.3,3.7,0,13,1,1,386,52,48,0
3,"Yes","Known","Other",124,35.24,45,0.25,0,0,5,22.3,0,11,1,1,324,38,32,1
3,"No","Known","Other",931,32.34,24,5.69,0,0,21,80.3,4.7,9,1,1,79,54,56,0
4,"No","Known","Suburban",160,10.74,10,0,0,0.7,3.3,19,0.3,9,2,2,279,30,44,0
0,"No","Unknown","Other",1606,85.79,85,1.24,33,0,23.7,101.3,22,11,1,1,325,42,44,0
0,"No","Unknown","Suburban",289,36.58,45,0,4,0.1,1,20.7,0,13,3,3,386,42,44,1
9,"No","Known","Other",245,35.98,45,0.99,0,0,3,7.3,0,13,1,1,386,38,44,1
0,"No","Unknown","Town",147,32.95,40,0,0,0,3.7,25,0,7,1,1,217,42,44,0
0,"No","Unknown","Other",1308,92.05,98,1.49,0,0,20.3,52.3,3.3,9,2,1,279,42,44,0
8,"No","Known","Town",54,29.29,40,0,0,0,0.3,3,0,7,1,1,217,72,64,0
0,"No","Unknown","Other",752,58.59,45,0,56,0,14.3,61.7,0,11,2,1,325,42,44,0
6,"Yes","Known","Rural",36,31.36,41,0,0,0,0,0,0,13,1,1,386,50,40,1
6,"Yes","Known","Other",81,10.2,10,0,0,0,3.3,31,0,13,2,2,369,36,44,1
7,"Yes","Known","Other",516,13.19,10,0.25,12,0,0,0,0,9,4,3,265,58,60,0
0,"No","Unknown","Other",1449,147.05,60,0.99,195,0,14.7,15.3,0.3,9,1,1,279,42,44,0
5,"Yes","Known","Other",220,30.24,42,0.25,0,0,16.3,28.3,5,9,2,2,279,44,44,1
6,"Yes","Known","Town",367,64.38,60,0.5,25,6.3,2.3,20.7,0,11,1,1,325,28,28,1
7,"Yes","Known","Other",336,14.21,10,2.23,6,0.3,0,18.7,0,13,2,2,386,50,50,0
7,"No","Known","Other",1418,81.69,63,1.49,88,0,53.3,43.7,7.3,9,2,2,279,26,44,0
7,"Yes","Known","Suburban",572,66.73,45,0.74,57,0,7.3,20.3,1,13,1,1,381,52,50,1
6,"No","Known","Other",588,64.31,70,2.23,0,0,8,32.3,0.3,9,1,1,96,52,20,0
7,"Yes","Known","Other",105,38.35,45,0,0,0.6,0.3,14.3,0.7,13,1,1,386,54,54,0
8,"Yes","Known","Town",220,54.44,60,0,2,4,0.3,7.3,0,13,3,3,386,58,36,0
7,"No","Known","Town",32,73.99,80,0,0,0,0,4.3,0,11,2,2,193,32,30,0
0,"No","Unknown","Other",527,60.96,45,1.73,69,0,4,13,0,11,2,1,325,42,44,1
7,"No","Known","Other",1449,106.32,41,3.22,180,0,20.7,162.3,0.7,13,1,1,386,46,44,0
3,"No","Known","Suburban",183,35.24,45,0.25,0,0,3,12,0.3,11,1,1,63,44,44,1
9,"Yes","Known","Town",22,17.12,10,0,0,7.1,0,0,0,13,2,2,386,36,44,1
4,"No","Known","Other",302,34.99,45,0,0,0,6,35.7,0,11,1,1,222,38,34,1
9,"No","Known","Suburban",460,86.47,95,1.49,0,0,4.3,34,0,9,4,2,279,42,44,0
0,"No","Unknown","Other",1358,76.85,52,2.72,78,0.3,28.7,50,9,9,1,1,267,42,44,0
2,"No","Unknown","Other",1021,85.3,70,0,84,0.3,11,83.7,0.3,9,1,1,11,42,44,0
1,"No","Unknown","Town",762,63.28,68,0.5,0,4.5,5.7,27.3,2,11,1,1,187,34,44,0
6,"Yes","Known","Suburban",320,40.82,45,0,16,0,3.3,13,0,7,1,1,217,44,46,0
8,"No","Known","Other",404,45.84,45,0,31,0,1.3,8.3,0,13,1,1,386,34,28,0
1,"No","Known","Town",393,49.43,45,0.74,24,0,0.7,17.7,0,13,1,1,386,20,44,0
0,"No","Unknown","Rural",229,34.99,45,0,0,0,5,4,0,11,3,2,325,42,44,1
7,"Yes","Known","Suburban",289,39.99,50,0,0,0,4,0,2.7,11,1,1,325,52,24,0
0,"No","Unknown","Town",335,103.78,66,0,0,0.6,12.7,28,0.7,11,2,2,325,42,44,0
4,"Yes","Known","Suburban",814,120.94,70,0,176,0,6.3,75.7,3.7,9,1,1,279,44,44,0
6,"No","Known","Other",112,22.74,40,0.25,0,0,3.3,10,0,13,2,2,386,26,44,1
4,"Yes","Known","Town",368,10.55,10,0,0,0.6,17,18,0,11,4,4,325,46,46,1
0,"No","Unknown","Suburban",858,35.28,45,0,1,0,9,32,4.3,9,1,1,279,42,44,0
0,"No","Unknown","Other",2475,196.43,161,0,139,0.9,66,93.7,5.7,7,2,1,217,42,44,0
