"MonthlyMinutes","MonthlyRevenue","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","DroppedCalls","UnansweredCalls","CustomerCareCalls","MonthsInService","UniqueSubs","ActiveSubs","CurrentEquipmentDays","AgeHH1","AgeHH2","Churn","IncomeGroup_1","IncomeGroup_2","IncomeGroup_3","IncomeGroup_4","IncomeGroup_5","IncomeGroup_6","IncomeGroup_7","IncomeGroup_8","IncomeGroup_9","ChildrenInHH_Yes","Homeownership_Unknown","PrizmCode_Rural","PrizmCode_Suburban","PrizmCode_Town"
320,35,45,0,0,0,4,4,0.3,13,1,1,385,34,32,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
649,66.6,45,0,90,0,18.7,51,0,11,1,1,324,50,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
158,39.2,45,0.25,0,0,1,17.7,0,11,1,1,324,52,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
458,66.7,40,0,26,25.8,6,47,0,13,1,1,71,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
143,38.1,45,0.5,5,0.8,4.7,6.3,0,11,1,1,324,32,44,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
308,60.5,70,0,1,0,2,21,0.3,11,2,2,324,48,42,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
614,38.8,10,0,82,0,6.3,23.3,0,13,2,2,202,78,76,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1381,16.5,10,0,0,6.3,28,77.7,0,9,2,2,31,30,30,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1362,60.3,60,0,3,0,11.7,11.3,16.7,7,1,1,113,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160,39,45,0,0,0,0.3,16.7,0,11,1,1,324,52,54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
738,35.5,45,0.25,0,0,3.3,34.3,0,7,2,2,216,22,44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
166,40.3,40,0.74,27,0,3,22.7,0,13,1,1,385,48,44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
518,65.1,60,1.73,43,0.4,3,37.3,1.3,11,1,1,324,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,45,55,0,0,0,1.7,18.3,0,13,1,1,385,44,44,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
138,35.5,45,0.5,0,0,0.3,1.7,0,13,1,1,306,60,58,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1708,141,105,1.24,127,0,24,59.7,3,11,2,1,58,32,44,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
270,50.2,55,1.24,0,0,0,13,2.7,11,2,2,324,42,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308,76.3,80,0.5,19,0,2,14.3,1.7,11,2,2,324,30,44,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
674,35,45,0,0,0,3.3,167,5,11,1,1,324,54,46,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
622,52.6,45,0.25,49,0.2,1.7,14.7,0,11,2,2,280,42,44,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1469,141,66,4.95,168,0,11.7,131,21.7,13,1,1,202,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
176,29,10,1.24,44,2.9,3.3,5.3,0.7,13,3,3,16,56,18,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
353,43.4,40,0,27,0,2,134,0,11,2,2,112,42,44,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1282,57.6,45,0.99,48,0.7,3.7,104,8,13,1,1,385,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
634,54.9,60,0.74,24,0,2.3,41,3.7,13,2,2,385,30,30,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1746,155,70,4.46,289,7.5,28,123,1.7,7,1,1,215,50,46,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
298,61,70,0.99,0,0,2.3,11.7,0,13,2,2,384,32,38,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
652,65.9,60,1.24,4,13.3,23.7,42,0,11,4,1,297,26,64,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
84,10.3,10,0,1,0,1.3,7,0,9,3,3,277,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
145,10,10,0,0,0,0,4,0,11,3,3,323,44,44,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
118,35.2,45,0,0,0.2,1,14.3,0,13,1,1,384,24,44,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
326,42.4,45,2.72,14,0,5.3,32,0,13,2,2,384,42,44,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18,35,45,0,0,0,0.7,0.3,0,11,2,1,323,40,38,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48,41.6,50,0.5,0,1.1,0.3,7.3,0,9,1,1,277,42,44,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
246,34.9,34,0.25,0,7.2,1,22,0,13,1,1,384,32,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,68,70,0,22,0,18,2.3,3.7,7,1,1,215,42,44,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
171,49.5,47,0.25,23,3.8,2.7,64.3,3.7,13,2,2,384,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
348,37.7,10,2.97,87,0,1.3,16.7,2,11,2,2,323,40,34,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
438,54.8,10,0,145,0,3.7,51,0,11,3,2,323,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
580,54.2,60,0,1,0,8.7,34.3,4.7,11,1,1,159,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1817,178,135,11.6,112,0.5,16,104,2.7,9,1,1,277,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
470,86.9,80,0,34,2.7,3.7,19.7,0.7,11,3,3,323,28,28,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
130,60.7,70,0,0,0.7,1.3,9,1,11,2,2,323,42,44,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
337,45,45,2.48,21,0.1,9.7,67.7,0,13,1,1,384,24,20,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1379,43.1,45,0.5,21,0.2,8,97.7,13.7,13,1,1,52,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1084,46.7,45,1.98,27,0,1.3,230,18.7,7,1,1,215,42,44,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
682,82.8,49,0.25,110,0,8.7,155,1,7,2,1,215,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1311,68.3,58,0,49,1.9,26.7,0,5.3,13,2,1,383,44,28,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
80,10.2,10,0.25,0,0,4.7,8.3,0,13,2,1,383,50,44,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,39,45,0,0,0,0,0,0,13,1,1,383,38,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
488,35.1,45,0,0,0.1,0.3,18.3,0,11,1,1,322,80,68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
942,67.1,70,0.25,17,0,1.7,22,9.7,11,2,2,322,32,44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
324,40.4,50,0.25,0,0,4,28.3,0,11,1,1,322,26,44,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
945,44.5,45,0.25,26,0,6.7,36.7,1.7,11,1,1,322,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
71,35,45,0,0,0,0.3,3,0,13,1,1,383,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,60.9,70,0,0,0,0,3,0,7,5,3,214,50,42,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
846,52.5,47,0.25,12,10.8,4.3,22.3,2,9,1,1,276,48,42,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
929,87.4,45,0.25,137,0.3,23.7,51,0,13,1,1,383,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1654,313,81,7.42,644,0,25,45.3,0.7,11,2,2,322,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
449,70.2,45,0,101,0,2.7,28,0,11,3,3,322,40,40,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1959,155,95,0,172,0,54.7,0,7.7,9,1,1,276,42,44,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
830,62.3,54,2.97,71,0,18.7,61.7,6,13,1,1,383,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1136,48.9,27,0.25,74,7.4,3.7,27.7,3.3,7,3,3,214,42,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1006,35.2,45,0.25,0,0,3.7,30.3,7,13,2,2,383,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
198,39.1,45,0,0,0,7.3,32.7,0,13,2,2,383,30,44,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
626,36.9,45,0.74,3,0,5.3,23,7.3,13,1,1,383,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2035,76,86,2.23,87,1.5,15,565,14.3,11,1,1,322,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
796,69.3,40,0.25,62,0,3.7,25,1,11,1,1,322,20,50,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1695,110,60,4.21,177,0,12,112,13,13,1,1,113,56,54,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
66,35,45,0,0,0,4,11.7,0,11,2,2,322,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
136,35.6,45,0.5,0,0,2.7,11.3,0,11,1,1,322,78,70,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
76,35.5,45,0,1,0,2.3,11.7,0,9,1,1,276,42,46,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
565,50,60,0,0,0,15.7,66.3,0.7,9,2,1,276,58,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
332,27.6,45,0,0,1.4,3.3,18,0.3,11,1,1,322,52,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1448,48.3,10,1.98,130,3.8,29.7,59.7,0,11,7,4,321,52,54,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
282,40.7,50,0.74,0,0,11.3,8,0.3,11,4,2,321,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
182,54,60,0,0,0,0,5.3,0,11,1,1,321,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
812,39.1,45,0,0,0,0,0,0,13,2,2,382,30,44,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
934,88.6,40,1.24,144,0.2,1.7,30,0,11,1,1,321,34,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
181,30.2,40,0.25,0,0,2.3,2.3,0,11,2,2,321,36,44,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
184,51.6,45,0.25,18,6.2,0.7,8.3,0.7,9,1,1,275,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
838,41.2,41,1.24,0,1,10.3,22.3,6.7,11,2,1,321,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155,13.2,10,0,0,3.1,4,46,0,9,4,4,275,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1329,94.7,43,15.8,121,3,91.7,108,14.7,13,1,1,179,46,42,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
401,41,40,0.99,6,7.8,5,23.3,5.7,11,1,1,321,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
293,37.6,45,0.74,5,0,7.3,42.3,0,13,1,1,18,70,70,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
948,77.7,45,0,116,2.2,8.7,42.7,0,11,1,1,321,22,44,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
304,45.9,52,0,0,0,0.7,14,0,11,1,1,321,32,24,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
906,123,85,3.22,128,0,6,49.3,3,9,1,1,275,28,44,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
122,35,45,0,0,0,1,0,0,11,1,1,321,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1106,114,84,0.5,148,0,13.3,58,6.7,9,1,1,161,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
148,37.7,30,0,20,0.4,1.7,10,0,7,1,1,213,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1448,41.4,45,0.74,14,0.9,30,40,0.3,11,1,1,321,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
485,35,45,0,0,0,1.3,16,0.3,13,1,1,382,44,44,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1286,45,55,0,0,0,89,170,51.3,11,1,1,321,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
174,35.2,45,0,0,0,1,13.7,0,13,1,1,382,42,42,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
632,60.2,70,0.25,0,0,9,17.3,0,11,1,1,321,46,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,51.5,60,0,5,0,28.3,80.7,6.7,11,1,1,321,24,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
556,51.2,55,0,20,0,7.7,65.7,0,7,2,2,213,38,44,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
534,47.3,50,0,18,0,33.3,24,1.3,13,1,1,107,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
232,52.6,62,0,26,0.6,1,2.7,1.3,7,1,1,213,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94,31,40,0.74,0,0,0.3,7.3,0,7,1,1,213,36,44,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
337,54.7,55,0.74,34,1.6,3,9.7,0,7,1,1,213,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
833,143,45,0.99,290,4.9,14,76,0.3,11,1,1,321,28,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31,35.2,45,0,0,0,2.3,1.7,0,11,1,1,14,38,38,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1052,69.2,45,0,79,0,6.7,36.7,1,13,1,1,382,46,44,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1303,42,47,0,13,0,3,12.7,7.3,9,1,1,275,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1596,55,60,0,32,1.7,10.7,72.7,0.3,9,1,1,274,26,44,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
642,48.9,63,0,0,0,1.3,16.3,0.3,7,1,1,212,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9,10.9,10,0.25,0,0,0,0,0,7,2,1,212,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
111,66.5,70,2.48,0,0,0,11,0,13,2,2,381,46,48,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
74,10,10,0,0,0,1.7,9.3,0,11,2,2,320,44,42,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
555,84.8,30,0,75,28.2,0.7,35.7,1.7,13,1,1,381,40,38,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20,10,10,0,0,0,0.3,2,0,9,2,2,274,54,54,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2635,198,85,1.49,437,6.5,35,144,6.7,11,1,1,196,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
100,13.4,10,0,0,3.3,1.7,3,0,7,2,2,212,56,44,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1033,47.9,45,0,37,0,16,40,1.7,13,1,1,381,58,44,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
988,23.3,10,0.5,16,7.8,9.3,30.7,0,13,4,2,300,26,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1080,92.3,40,3.22,116,1.4,23,184,0,11,2,2,8,56,50,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
132,35.3,50,0,0,0,1,2.7,0,7,1,1,212,32,30,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
609,77.9,60,1.73,66,0,13.7,41,0,13,1,1,381,50,50,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
214,30,40,0,0,0,0.7,8.7,1,11,1,1,320,44,44,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
16,22.1,37,0.99,2,0.5,0.7,12.7,0,11,2,1,320,34,34,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
758,34.4,38,0,12,0,6,25.3,7.7,11,1,1,320,30,28,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
529,46.3,55,0,20,0.6,3.7,42,0.3,7,1,1,212,40,44,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
81,10.9,10,0,2,0,0.3,5,0,11,2,2,320,28,24,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
84,10.6,10,0,2,0,1.3,8,0,9,3,2,274,56,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
42,30,40,0,0,0,1.7,2.7,0,11,1,1,320,44,44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
228,50,45,0.25,42,0,3,1,0,11,1,1,320,34,44,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
123,34.7,33,0,0,0,1.7,5.7,0,13,1,1,381,32,32,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
426,76.8,55,0,79,2.9,1.3,27.7,9.3,11,1,1,320,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71,10,10,0,0,0,0.7,0.7,0,11,2,2,320,28,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350,30.6,40,0.25,1,0,0.3,25.3,1.7,13,2,2,381,28,44,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
138,60.9,70,0.5,1,0,2,6,0.7,11,2,2,320,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
422,30.2,40,0.25,0,0,5.7,22.7,1,11,1,1,320,46,44,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
978,55.5,55,0.25,14,0,4,30.3,0,9,1,1,274,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
134,35.6,45,0,0,0.5,0.7,10,0,11,2,2,320,64,62,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
477,35,45,0,0,0,4,47.3,2.3,11,1,1,319,20,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,29,10,0,4,17.9,4.3,24.7,0,9,2,2,273,42,44,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
337,36.2,40,0,8,3.1,3.3,21.7,0,7,1,1,211,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1236,49.7,45,0.25,39,0.8,4.7,48.7,10.7,11,1,1,319,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
680,103,50,0.5,169,3.5,19.3,64,1.3,11,1,1,134,42,42,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
604,7.5,10,0,0,0,0.7,63.3,1,11,2,1,302,40,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
491,84.9,45,0,139,1.1,7.7,66.3,0.7,13,1,1,380,42,44,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
506,93.5,45,0,154,0.6,3.3,24.7,0.7,11,2,2,319,44,44,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
297,98.5,74,0,55,0,9,10.7,0.3,7,2,1,211,40,46,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
536,49.8,45,1.98,37,0,8.3,37.3,0,11,1,1,319,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
905,141,50,0,258,0,26,23.3,2.7,9,2,1,273,44,82,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
591,93,50,2.48,135,0.2,2.7,47,3.3,9,1,1,273,42,44,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
551,69.7,70,8.66,2,0.1,6,23,0.7,13,3,3,380,42,44,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
556,35.2,45,0.25,0,0,2.7,28.3,0,9,1,1,273,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179,61.2,70,0.25,0,1,2.3,5.7,0,11,2,2,319,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
639,35,45,0,0,0,7,55,0,11,1,1,319,58,24,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1034,104,66,8.91,34,13.1,42.7,164,1.3,9,1,1,130,42,50,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
336,51.6,50,0,0,0,5.3,32.3,1,9,2,1,165,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
291,46,45,0.25,0,10.2,0.3,1,2.7,7,1,1,211,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
918,79.6,61,0,54,0,5.7,0,1,11,1,1,319,44,64,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
423,53.1,53,2.48,4,0,6.3,30,0.3,13,2,2,380,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
102,40.2,50,0.25,0,0,1.7,5.7,0,11,1,1,319,26,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1098,30.6,50,0,0,0,19.7,54.7,0.3,13,1,1,380,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
645,50.7,40,0,58,0,4.3,40.3,0,11,1,1,319,24,44,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
38,39.2,45,0.25,0,0,0.3,2.7,0,11,1,1,319,60,58,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
344,41.5,45,2.48,1,3,7.7,59,1.3,7,1,1,211,28,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1357,81.3,85,0,16,0,5.7,28,0,11,2,2,173,48,42,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
850,185,122,0.25,0,74.9,3.7,33.7,3.7,7,2,2,210,24,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,51.9,50,0,0,1.9,0.7,14.3,1,11,3,1,318,42,44,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
349,40.5,47,0,8,0,6.3,15.7,0,11,1,1,318,28,48,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
725,50,60,0,0,0,14,57.3,11,13,1,1,76,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
704,98.4,45,0.99,156,0,5.3,34,1,13,1,1,379,44,64,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
180,55.8,60,2.97,0,1.6,6,11.3,1.7,9,1,1,272,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
752,55.5,43,0,62,0,20.7,55.3,7.3,11,1,1,318,48,46,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
372,35.4,45,0,1,0.2,0.7,5.3,0,13,1,1,379,52,52,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
232,41.3,45,2.23,0,0,2.7,6,0,11,1,1,313,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1123,190,45,0,445,0.1,0,0,0,11,2,2,107,38,38,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1902,105,45,0,178,0.5,4,12,0.3,7,1,1,19,44,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
701,47.8,25,1.49,84,0,1.7,57,11,11,1,1,241,38,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
74,62.5,70,0,0,0,5,10,0,11,2,2,318,32,28,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1306,16.9,10,0,27,0.1,5.3,53.7,0,13,3,3,187,42,44,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
142,46,55,0.99,0,0,2,8,0,13,2,1,237,40,44,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
924,59.3,45,3.96,58,0,1.7,16.3,0,11,1,1,318,30,44,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
259,35.2,45,0.25,0,0,11.7,39,0,11,1,1,41,38,38,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1416,150,85,0,300,0,2.3,77.3,3,11,2,1,181,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
513,35.2,45,0.25,0,0,1.3,23.3,5.7,13,1,1,379,74,60,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,30,40,0,0,0,0,1,0,11,1,1,318,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
467,20.7,10,0,36,0,0.3,9.3,0,7,2,2,210,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
636,70.8,45,0,90,0.4,59.3,0,0,11,3,3,318,42,44,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
841,39.3,52,1.24,1,0,3,28.3,8,7,1,1,153,60,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1045,102,60,1.49,143,3.3,10,54,0,9,1,1,272,52,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1276,84.8,60,0.5,86,0,16.3,163,1.7,7,1,1,117,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
826,80.9,35,0,133,0,4,35.3,7.3,11,1,1,318,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2815,77.9,57,0.25,40,0,3.7,112,12,13,1,1,379,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
362,45.3,55,0,1,0,1.7,24.7,0,13,1,1,379,34,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
96,17.3,10,0.74,2,2,3.7,9,0,9,3,3,272,46,44,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
184,40,45,0.99,0,0,10,10.3,0,11,1,1,290,28,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
931,72.4,61,0,6,0,3.3,14,3.7,7,1,1,198,26,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
202,49.2,45,2.72,0,5,1,10.7,0.3,7,2,1,209,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
253,41.3,45,0.25,0,6,6,9.3,0,13,1,1,378,42,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,37.3,45,0,0,2.2,2.7,3.3,0,11,1,1,317,44,44,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
680,42.2,45,0.25,8,0,8,6.3,3,11,1,1,29,42,44,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
342,59.4,50,0.25,0,0,3,16.3,3.7,7,2,2,59,76,66,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
275,36.3,40,0.5,28,0.7,4.3,19.7,0,11,2,1,317,46,46,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
686,92.9,45,1.73,159,0.4,1.3,26,0,13,2,2,378,54,52,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
950,45.3,55,0,1,0,27.7,120,0,11,1,1,317,42,44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
138,32,30,1.49,1,0,5,4.3,0,7,2,2,209,40,34,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40,35,45,0,0,0,0.7,5,0,11,1,1,317,68,68,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2162,217,85,11.6,414,7.9,16.7,150,7.3,13,1,1,91,36,44,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
